id,componentId,componentType,currentStatus,lastCompletedProcess,nextProcess,processStatus,percentComplete,completedAt,designUrl,workstation,teamLead,dateshipped,datedelivered,componentsqft,projectId,Level,createdAt,maxHeight,maxWidth,sequence,updatedAt,weight
a1b320ab-da3d-437b-a56c-202a6f168950,W-55,Interior Wall ,Delivered,Ship,,Complete,100,8/22/24,,,,8/28/24,8/28/24,19,TEK-004-BURGHER325HLND,,22:03.7,,,,7/16/25 00:00,
3663f0db-8c8f-4c67-9a6d-45905ebf4d4c,W-55,Exterior Wall,Delivered,Ship,,Complete,100,11/13/24,,,,2/12/25,2/12/25,180,TEK-018-ASPENGLENSD-5,,22:03.7,,,,7/16/25 00:00,
57f44f6c-649d-409c-a248-6589b9f604ba,W-55,Exterior Wall,Delivered,Ship,,Complete,100,9/5/24,,,,11/4/24,11/4/24,45,TEK-019-ASPENGLENSD-6,,22:03.7,,,,7/16/25 00:00,
93eead2e-580a-44bb-a7d6-d8a2120606c6,W-56,Exterior Wall,Delivered,Ship,,Complete,100,8/20/24,,,,8/28/24,8/28/24,67,TEK-004-BURGHER325HLND,,22:03.7,,,,7/16/25 00:00,
b4260545-ee54-446d-a213-0626a7de553d,W-56,Exterior Wall,Delivered,Ship,,Complete,100,1/30/25,,,Adrian,5/7/25,5/7/25,133,TEK-015-ASPENGLENSD-2,,22:03.7,,,,7/16/25 00:00,
1aa80a8a-6296-4e82-822b-cc44e1911be2,W-56,Exterior Wall,Delivered,Ship,,Complete,100,11/14/24,,,,2/12/25,2/12/25,170,TEK-018-ASPENGLENSD-5,,22:03.7,,,,7/16/25 00:00,
e2b9e0da-1bbc-42dc-9bc6-24754460cccd,W-56,Exterior Wall,Delivered,Ship,,Complete,100,9/30/24,,,,11/4/24,11/4/24,120,TEK-019-ASPENGLENSD-6,,22:03.7,,,,7/16/25 00:00,
96843ad2-8682-4696-beed-7af730ce2400,W-56A,Interior Wall ,Delivered,Ship,,Complete,100,8/21/24,,,,8/28/24,8/28/24,41,TEK-004-BURGHER325HLND,,22:03.7,,,,7/16/25 00:00,
67607d65-f281-4fdf-a681-8bfed222582f,W-57,Interior Wall ,Delivered,Ship,,Complete,100,8/21/24,,,,8/28/24,8/28/24,52,TEK-004-BURGHER325HLND,,22:03.7,,,,7/16/25 00:00,
c3cba013-a505-43b1-be3b-8d39e16018f1,W-57,Exterior Wall,Delivered,Ship,,Complete,100,1/29/25,,,Andres,5/7/25,5/7/25,216,TEK-015-ASPENGLENSD-2,,22:03.7,,,,7/16/25 00:00,
3af11faf-9922-40c9-a514-03bd06e5c156,W-57,Exterior Wall,Delivered,Ship,,Complete,100,10/23/24,,,,2/12/25,2/12/25,60,TEK-018-ASPENGLENSD-5,,22:03.7,,,,7/16/25 00:00,
96fbc8a1-490f-46c1-a9fa-f349db3a46ce,W-57,Exterior Wall,Delivered,Ship,,Complete,100,10/4/24,,,,11/5/24,11/5/24,25,TEK-019-ASPENGLENSD-6,,22:03.7,,,,7/16/25 00:00,
c5c81b77-91fa-4447-89c9-24d63c5c2f67,W-57 A/B,Exterior Wall,Delivered,Ship,,Complete,100,1/30/25,,,Adrian,5/7/25,5/7/25,260,TEK-015-ASPENGLENSD-2,,22:03.7,,,,7/16/25 00:00,
b8c725f0-744b-4b49-b5e7-d3eafc7c7b65,W-58,Interior Wall ,Delivered,Ship,,Complete,100,8/21/24,,,,8/28/24,8/28/24,29,TEK-004-BURGHER325HLND,,22:03.7,,,,7/16/25 00:00,
f83f0a64-b3a0-4c99-9631-81964cc44263,W-58,Exterior Wall,Delivered,Ship,,Complete,100,11/15/24,,,,2/12/25,2/12/25,180,TEK-018-ASPENGLENSD-5,,22:03.7,,,,7/16/25 00:00,
617681d2-3cc8-4412-a0cd-f8321ce815f6,W-58,Exterior Wall,Delivered,Ship,,Complete,100,10/7/24,,,,11/5/24,11/5/24,155,TEK-019-ASPENGLENSD-6,,22:03.7,,,,7/16/25 00:00,
55875f14-8905-4992-a5ff-f2b7077ce5a1,W-59,Interior Wall ,Delivered,Ship,,Complete,100,8/21/24,,,,8/28/24,8/28/24,138,TEK-004-BURGHER325HLND,,22:03.7,,,,7/16/25 00:00,
90de3f11-4a5a-4c74-af07-aec4c6244538,W-59,Exterior Wall,Delivered,Ship,,Complete,100,1/30/25,,,Adrian,5/7/25,5/7/25,202,TEK-015-ASPENGLENSD-2,,22:03.7,,,,7/16/25 00:00,
70eed390-2e8f-4167-894c-757d1410f277,W-59,Interior Wall ,Delivered,Ship,,Complete,100,10/23/24,,,,2/12/25,2/12/25,50,TEK-018-ASPENGLENSD-5,,22:03.7,,,,7/16/25 00:00,
4e5896de-1a68-4b95-a4b6-21010a796a5a,W-59,Interior Wall ,Delivered,Ship,,Complete,100,9/5/24,,,,11/4/24,11/4/24,25,TEK-019-ASPENGLENSD-6,,22:03.7,,,,7/16/25 00:00,
b232adbf-c3a0-463c-989c-cc1cfe5fe779,W-5a,Exterior Wall,Delivered,Ship,,Complete,100,11/1/24,,,,2/12/25,2/12/25,225,TEK-018-ASPENGLENSD-5,,22:03.7,,,,7/16/25 00:00,
562cd500-5712-4364-b1eb-dd266309c4e9,W-6,Interior Wall ,Delivered,Ship,,Complete,100,7/30/24,,,,9/4/24,9/4/24,108,TEK-004-BURGHER325HLND,,22:03.7,,,,7/16/25 00:00,
1f81a188-a19e-42fc-9c61-1c1f3257a467,W-6,Exterior Wall,Delivered,Ship,,Complete,100,1/23/25,,,Adrian,5/6/25,5/6/25,216,TEK-015-ASPENGLENSD-2,,22:03.7,,,,7/16/25 00:00,
31698d1a-1e2a-430d-b575-f378f5c54acf,W-6,Exterior Wall,Delivered,Ship,,Complete,100,10/29/24,,,,2/12/25,2/12/25,30,TEK-018-ASPENGLENSD-5,,22:03.7,,,,7/16/25 00:00,
dd99e2bd-003f-42a0-8e89-50e7a430c636,W-6,Interior Wall ,Delivered,Ship,,Complete,100,9/18/24,,,,11/4/24,11/4/24,158,TEK-019-ASPENGLENSD-6,,22:03.7,,,,7/16/25 00:00,
e2a64485-ea7f-4220-a0a9-c6202bb5bb67,W-60,Interior Wall ,Delivered,Ship,,Complete,100,8/21/24,,,,8/28/24,8/28/24,48,TEK-004-BURGHER325HLND,,22:03.7,,,,7/16/25 00:00,
524f1d7b-b9ae-47a7-889f-fb97dd6b69b3,W-60,Exterior Wall,Delivered,Ship,,Complete,100,1/30/25,,,Mike,5/7/25,5/7/25,45,TEK-015-ASPENGLENSD-2,,22:03.7,,,,7/16/25 00:00,
a414fd85-05cd-4b51-9ce0-db2719f48dcf,W-60,Interior Wall ,Delivered,Ship,,Complete,100,9/5/24,,,,11/4/24,11/4/24,35,TEK-019-ASPENGLENSD-6,,22:03.7,,,,7/16/25 00:00,
0da9eee9-46d5-4936-8a3a-b250d2a042c3,W-60A,Interior Wall ,Delivered,Ship,,Complete,100,8/21/24,,,,8/28/24,8/28/24,48,TEK-004-BURGHER325HLND,,22:03.7,,,,7/16/25 00:00,
6b20bde9-63c0-49f8-9a8a-921b59069b5f,W-61,Interior Wall ,Delivered,Ship,,Complete,100,8/21/24,,,,8/28/24,8/28/24,90,TEK-004-BURGHER325HLND,,22:03.7,,,,7/16/25 00:00,
14ef7502-6c7c-411e-b392-d741c96128f9,W-61,Exterior Wall,Delivered,Ship,,Complete,100,1/30/25,,,Mike,5/7/25,5/7/25,19,TEK-015-ASPENGLENSD-2,,22:03.7,,,,7/16/25 00:00,
dd25da76-e959-4515-b68b-bdde9aaf21c0,W-61,Interior Wall ,Delivered,Ship,,Complete,100,10/23/24,,,,2/12/25,2/12/25,60,TEK-018-ASPENGLENSD-5,,22:03.7,,,,7/16/25 00:00,
1cc66a74-f0a7-4051-bb0d-56cc741c19f0,W-61,Interior Wall ,Delivered,Ship,,Complete,100,9/5/24,,,,11/4/24,11/4/24,24,TEK-019-ASPENGLENSD-6,,22:03.7,,,,7/16/25 00:00,
200d9383-bf10-4de8-a841-cd9ee7cbb499,"W-61A,61B,61C",Exterior Wall,Delivered,Ship,,Complete,100,1/31/25,,,Manuel,5/7/25,5/7/25,234,TEK-015-ASPENGLENSD-2,,22:03.7,,,,7/16/25 00:00,
1a45489e-527e-40db-9503-8e78d0ddffe4,W-62,Interior Wall ,Delivered,Ship,,Complete,100,8/21/24,,,,8/28/24,8/28/24,124,TEK-004-BURGHER325HLND,,22:03.7,,,,7/16/25 00:00,
1c537c91-496a-4a34-9dcf-ef52d50046fb,W-62,Exterior Wall,Delivered,Ship,,Complete,100,1/30/25,,,Mike,5/7/25,5/7/25,29,TEK-015-ASPENGLENSD-2,,22:03.7,,,,7/16/25 00:00,
8214f93b-219f-4ecf-8654-960af3bcd968,W-62,Interior Wall ,Delivered,Ship,,Complete,100,11/15/24,,,,2/12/25,2/12/25,120,TEK-018-ASPENGLENSD-5,,22:03.7,,,,7/16/25 00:00,
17262b88-926c-490b-94b4-04452d98ec32,W-62,Exterior Wall,Delivered,Ship,,Complete,100,9/26/24,,,,11/4/24,11/4/24,234,TEK-019-ASPENGLENSD-6,,22:03.7,,,,7/16/25 00:00,
0c90fed7-afd0-497f-95ab-6a76f67e6adb,W-63,Exterior Wall,Delivered,Ship,,Complete,100,8/21/24,,,,8/28/24,8/28/24,143,TEK-004-BURGHER325HLND,,22:03.7,,,,7/16/25 00:00,
52721f46-5ae7-4be1-b0a0-1033b8fd25a5,W-63,Interior Wall ,Delivered,Ship,,Complete,100,1/31/25,,,Hayden,5/7/25,5/7/25,70,TEK-015-ASPENGLENSD-2,,22:03.7,,,,7/16/25 00:00,
d91c9d22-8f4a-4a67-994c-fd42a2a07208,W-63,Interior Wall ,Delivered,Ship,,Complete,100,10/22/24,,,,2/12/25,2/12/25,60,TEK-018-ASPENGLENSD-5,,22:03.7,,,,7/16/25 00:00,
7e99e95b-9002-46d6-bb00-90ae9c1eea13,W-63,Interior Wall ,Delivered,Ship,,Complete,100,9/5/24,,,,11/4/24,11/4/24,18,TEK-019-ASPENGLENSD-6,,22:03.7,,,,7/16/25 00:00,
90e6c7a9-23fb-4a1f-9eaf-5eff1a995be2,W-64,Exterior Wall,Delivered,Ship,,Complete,100,8/21/24,,,,8/28/24,8/28/24,23,TEK-004-BURGHER325HLND,,22:03.7,,,,7/16/25 00:00,
9379e9f2-d4d1-4063-a492-3986402374d9,W-64,Interior Wall ,Delivered,Ship,,Complete,100,10/24/24,,,,2/12/25,2/12/25,180,TEK-018-ASPENGLENSD-5,,22:03.7,,,,7/16/25 00:00,
5c7ae890-63bf-4853-bd31-cc9665b18601,W-64,Interior Wall ,Delivered,Ship,,Complete,100,10/3/24,,,,11/4/24,11/4/24,42,TEK-019-ASPENGLENSD-6,,22:03.7,,,,7/16/25 00:00,
4f2520df-6f37-460b-9371-e54e965e4211,W-65,Interior Wall ,Delivered,Ship,,Complete,100,1/31/25,,,Adrian,5/7/25,5/7/25,120,TEK-015-ASPENGLENSD-2,,22:03.7,,,,7/16/25 00:00,
a6dbc1e9-5e52-426d-9877-f040356f356a,W-65,Interior Wall ,Delivered,Ship,,Complete,100,10/1/24,,,,11/4/24,11/4/24,252,TEK-019-ASPENGLENSD-6,,22:03.7,,,,7/16/25 00:00,
dd6466ef-24a2-4490-b1eb-0e2e97043757,W-65a,Interior Wall ,Delivered,Ship,,Complete,100,11/11/24,,,,2/12/25,2/12/25,45,TEK-018-ASPENGLENSD-5,,22:03.7,,,,7/16/25 00:00,
1d3d7d65-0965-4ae4-9d06-5900d58ab2a9,W-65A,Interior Wall ,Delivered,Ship,,Complete,100,1/31/25,,,Manuel,5/7/25,5/7/25,72,TEK-015-ASPENGLENSD-2,,22:03.7,,,,7/16/25 00:00,
9f7038f8-a9a5-439b-b321-a9a6d51f4092,W-65A,Interior Wall ,Delivered,Ship,,Complete,100,10/1/24,,,,11/4/24,11/4/24,0,TEK-019-ASPENGLENSD-6,,22:03.7,,,,7/16/25 00:00,
75c707f7-f6aa-4b20-8346-354faaa74d77,W-65B,Interior Wall ,Delivered,Ship,,Complete,100,1/31/25,,,Adrian,5/7/25,5/7/25,57,TEK-015-ASPENGLENSD-2,,22:03.7,,,,7/16/25 00:00,
be99f8c8-7b6f-429a-92ea-be0f3d1de732,W-66,Exterior Wall,Delivered,Ship,,Complete,100,11/15/24,,,,2/12/25,2/12/25,110,TEK-018-ASPENGLENSD-5,,22:03.7,,,,7/16/25 00:00,
f1e78b40-9dfc-40c1-b175-8dda5f1e17df,W-66,Interior Wall ,Delivered,Ship,,Complete,100,9/16/24,,,,11/4/24,11/4/24,14,TEK-019-ASPENGLENSD-6,,22:03.7,,,,7/16/25 00:00,
a8eb23c6-8299-44df-8575-961bf9a0e068,W-66A,Exterior Wall,Delivered,Ship,,Complete,100,9/3/24,,,,9/4/24,9/4/24,46,TEK-004-BURGHER325HLND,,22:03.7,,,,7/16/25 00:00,
9c73bca6-f3e8-44d8-a521-f649ed83c992,W-66B,Exterior Wall,Delivered,Ship,,Complete,100,9/2/24,,,,9/4/24,9/4/24,186,TEK-004-BURGHER325HLND,,22:03.7,,,,7/16/25 00:00,
d29b79b4-ccef-46b2-9e9d-709f173a5509,W-66C,Exterior Wall,Delivered,Ship,,Complete,100,9/2/24,,,,9/4/24,9/4/24,46,TEK-004-BURGHER325HLND,,22:03.7,,,,7/16/25 00:00,
0c49b2e6-7a11-44ca-9f49-9bb4445dde0f,W-67,Exterior Wall,Delivered,Ship,,Complete,100,9/4/24,,,,9/4/24,9/4/24,312,TEK-004-BURGHER325HLND,,22:03.7,,,,7/16/25 00:00,
b7feaba8-f956-45bd-9065-35afcd7d4143,W-67,Interior Wall ,Delivered,Ship,,Complete,100,2/3/25,,,Joel,5/7/25,5/7/25,135,TEK-015-ASPENGLENSD-2,,22:03.7,,,,7/16/25 00:00,
4b6004ab-7b33-4b1a-929a-7358e0b5b7ff,W-67,Interior Wall ,Delivered,Ship,,Complete,100,9/16/24,,,,11/4/24,11/4/24,19,TEK-019-ASPENGLENSD-6,,22:03.7,,,,7/16/25 00:00,
1e2fb2bc-a3fe-4a92-b97d-b23166e4ae7f,W-68,Interior Wall ,Delivered,Ship,,Complete,100,2/3/25,,,Adrian,5/7/25,5/7/25,72,TEK-015-ASPENGLENSD-2,,22:03.7,,,,7/16/25 00:00,
12587ee9-6559-4277-a57c-92e0ef491093,W-68,Interior Wall ,Delivered,Ship,,Complete,100,11/12/24,,,,2/12/25,2/12/25,110,TEK-018-ASPENGLENSD-5,,22:03.7,,,,7/16/25 00:00,
dbbb0009-597e-44ae-bb8a-190e710adabf,W-68,Interior Wall ,Delivered,Ship,,Complete,100,9/16/24,,,,11/4/24,11/4/24,19,TEK-019-ASPENGLENSD-6,,22:03.7,,,,7/16/25 00:00,
ac0cde6b-4421-4119-ba65-8d196aabbd9d,W-69,Interior Wall ,Delivered,Ship,,Complete,100,2/3/25,,,Mike,5/7/25,5/7/25,216,TEK-015-ASPENGLENSD-2,,22:03.7,,,,7/16/25 00:00,
9d98339f-abd9-413d-8f7a-09a40cac637a,W-69,Interior Wall ,Delivered,Ship,,Complete,100,10/23/24,,,,2/12/25,2/12/25,90,TEK-018-ASPENGLENSD-5,,22:03.7,,,,7/16/25 00:00,
a33d15c5-2f4e-49b4-9a58-ccf7a8bb776c,W-69,Interior Wall ,Delivered,Ship,,Complete,100,9/16/24,,,,11/4/24,11/4/24,29,TEK-019-ASPENGLENSD-6,,22:03.7,,,,7/16/25 00:00,
2e644e69-a679-4015-899e-90d253f45e20,W-69A,Exterior Wall,Delivered,Ship,,Complete,100,9/3/24,,,,9/4/24,9/4/24,40,TEK-004-BURGHER325HLND,,22:03.7,,,,7/16/25 00:00,
e269d0d0-51be-4b01-baa3-9b27cc77f8c9,W-69AB,Interior Wall ,Delivered,Ship,,Complete,100,#N/A,,,#N/A,#N/A,#N/A,243,TEK-015-ASPENGLENSD-2,,22:03.7,,,,7/16/25 00:00,
903818e1-6414-48fb-9373-b78e8b795db4,W-69B,Exterior Wall,Delivered,Ship,,Complete,100,8/30/24,,,,9/4/24,9/4/24,186,TEK-004-BURGHER325HLND,,22:03.7,,,,7/16/25 00:00,
af3f25a8-fc0e-48ce-acfb-a51ca65edb54,W-69C,Exterior Wall,Delivered,Ship,,Complete,100,8/29/24,,,,9/4/24,9/4/24,46,TEK-004-BURGHER325HLND,,22:03.7,,,,7/16/25 00:00,
5289e5fe-7f48-4052-9d7c-56978f08e04c,W-7,Exterior Wall,Delivered,Ship,,Complete,100,7/31/24,,,,9/4/24,9/4/24,270,TEK-004-BURGHER325HLND,,22:03.7,,,,7/16/25 00:00,
5687b9b3-8df7-41fc-ba1a-f12cf4e39d37,W-7,Exterior Wall,Delivered,Ship,,Complete,100,1/22/25,,,Adrian,5/6/25,5/6/25,225,TEK-015-ASPENGLENSD-2,,22:03.7,,,,7/16/25 00:00,
0d71233c-7e12-4bdc-a9b0-eb7073b8eccf,W-7,Exterior Wall,Delivered,Ship,,Complete,100,10/30/24,,,,2/12/25,2/12/25,60,TEK-018-ASPENGLENSD-5,,22:03.7,,,,7/16/25 00:00,
251fc985-acd3-4adc-b7b6-1461207c194c,W-7,Interior Wall ,Delivered,Ship,,Complete,100,9/19/24,,,,11/4/24,11/4/24,43,TEK-019-ASPENGLENSD-6,,22:03.7,,,,7/16/25 00:00,
dd2f8605-e8b5-455f-b647-f5be3803f87d,W-70,Exterior Wall,Delivered,Ship,,Complete,100,8/29/24,,,,9/4/24,9/4/24,108,TEK-004-BURGHER325HLND,,22:03.7,,,,7/16/25 00:00,
c63824f7-966e-4391-98ca-214fa35148d1,W-70,Interior Wall ,Delivered,Ship,,Complete,100,2/3/25,,,Adrian,5/7/25,5/7/25,20,TEK-015-ASPENGLENSD-2,,22:03.7,,,,7/16/25 00:00,
d1e1b31d-bc08-46e8-b91f-b82b8ca4fefe,W-70,Interior Wall ,Delivered,Ship,,Complete,100,11/12/24,,,,2/12/25,2/12/25,20,TEK-018-ASPENGLENSD-5,,22:03.7,,,,7/16/25 00:00,
f46f8197-fec4-4eb9-bb0a-0b33174e4866,W-70,Interior Wall ,Delivered,Ship,,Complete,100,9/16/24,,,,11/4/24,11/4/24,29,TEK-019-ASPENGLENSD-6,,22:03.7,,,,7/16/25 00:00,
92b3cf49-4691-4731-80da-2c2df48c1794,W-71,Interior Wall ,Delivered,Ship,,Complete,100,11/11/24,,,,2/12/25,2/12/25,56,TEK-018-ASPENGLENSD-5,,22:03.7,,,,7/16/25 00:00,
f36701c0-86ea-4c7d-8a14-718edbc7970e,W-71,Interior Wall ,Delivered,Ship,,Complete,100,9/30/24,,,,11/4/24,11/4/24,30,TEK-019-ASPENGLENSD-6,,22:03.7,,,,7/16/25 00:00,
d746b848-e091-48d6-96fa-b4260c173f42,W-71A,Exterior Wall,Delivered,Ship,,Complete,100,8/28/24,,,,9/4/24,9/4/24,54,TEK-004-BURGHER325HLND,,22:03.7,,,,7/16/25 00:00,
0503ed55-5648-482c-8236-092df8c7994d,W-71A,Interior Wall ,Delivered,Ship,,Complete,100,2/3/25,,,Adrian,5/7/25,5/7/25,90,TEK-015-ASPENGLENSD-2,,22:03.7,,,,7/16/25 00:00,
bb46ad93-46dc-41e2-ac81-a26a03e9acc5,W-72,Exterior Wall,Delivered,Ship,,Complete,100,8/28/24,,,,9/4/24,9/4/24,30,TEK-004-BURGHER325HLND,,22:03.7,,,,7/16/25 00:00,
35a1593e-f204-4b5c-b0a0-d35ce0dc0c13,W-72,Interior Wall ,Delivered,Ship,,Complete,100,2/3/25,,,Manuel,5/7/25,5/7/25,135,TEK-015-ASPENGLENSD-2,,22:03.7,,,,7/16/25 00:00,
620655e4-6620-44bb-a253-b35bea51587f,W-72,Interior Wall ,Delivered,Ship,,Complete,100,10/24/24,,,,2/12/25,2/12/25,110,TEK-018-ASPENGLENSD-5,,22:03.7,,,,7/16/25 00:00,
3112116f-7771-4313-a735-5b00d0a5ef9b,W-72,Interior Wall ,Delivered,Ship,,Complete,100,9/16/24,,,,11/4/24,11/4/24,14,TEK-019-ASPENGLENSD-6,,22:03.7,,,,7/16/25 00:00,
839ccfe4-21ee-4227-b8b2-0da7adc09630,W-72A,Interior Wall ,Delivered,Ship,,Complete,100,2/3/25,,,Adrian,5/7/25,5/7/25,50,TEK-015-ASPENGLENSD-2,,22:03.7,,,,7/16/25 00:00,
a6b0b98a-acd5-403a-8e31-0c4c7218d6dd,W-72B,Interior Wall ,Delivered,Ship,,Complete,100,2/4/25,,,Adrian,5/7/25,5/7/25,130,TEK-015-ASPENGLENSD-2,,22:03.7,,,,7/16/25 00:00,
5ce52ea9-fdb5-4d24-b9e8-3df7b55348f3,W-73,Exterior Wall,Delivered,Ship,,Complete,100,8/29/24,,,,9/4/24,9/4/24,50,TEK-004-BURGHER325HLND,,22:03.7,,,,7/16/25 00:00,
f941e558-806e-4b1d-85b3-1866a8c20011,W-73,Interior Wall ,Delivered,Ship,,Complete,100,2/4/25,,,Adan,5/7/25,5/7/25,54,TEK-015-ASPENGLENSD-2,,22:03.7,,,,7/16/25 00:00,
f688dfa0-73fc-4e97-8f52-5e8810b82290,W-73,Interior Wall ,Delivered,Ship,,Complete,100,10/23/24,,,,2/12/25,2/12/25,26,TEK-018-ASPENGLENSD-5,,22:03.7,,,,7/16/25 00:00,
8fbc88e3-0290-4cd1-8be8-7e58dd7deda4,W-73,Interior Wall ,Delivered,Ship,,Complete,100,9/16/24,,,,11/4/24,11/4/24,35,TEK-019-ASPENGLENSD-6,,22:03.7,,,,7/16/25 00:00,
d5dfa31b-d226-428e-9c80-42dd22d827d6,W-73A,Interior Wall ,Delivered,Ship,,Complete,100,2/4/25,,,Joel,5/7/25,5/7/25,36,TEK-015-ASPENGLENSD-2,,22:03.7,,,,7/16/25 00:00,
04d32be8-9010-4f52-b103-e2d73a4d97da,W-74,Exterior Wall,Delivered,Ship,,Complete,100,8/28/24,,,,9/4/24,9/4/24,24,TEK-004-BURGHER325HLND,,22:03.7,,,,7/16/25 00:00,
50e73c7d-4c80-47a1-ba04-6421754e0793,W-74,Interior Wall ,Delivered,Ship,,Complete,100,2/4/25,,,Mike,5/7/25,5/7/25,54,TEK-015-ASPENGLENSD-2,,22:03.7,,,,7/16/25 00:00,
690de06b-d64f-4d7e-9e16-a1683fb8367a,W-74,Interior Wall ,Delivered,Ship,,Complete,100,10/23/24,,,,2/12/25,2/12/25,150,TEK-018-ASPENGLENSD-5,,22:03.7,,,,7/16/25 00:00,
02cf97ee-08b4-4b25-b2ec-da4925ffb8ea,W-74,Interior Wall ,Delivered,Ship,,Complete,100,9/16/24,,,,11/4/24,11/4/24,50,TEK-019-ASPENGLENSD-6,,22:03.7,,,,7/16/25 00:00,
934c4dac-1ef0-4fa1-ae18-f9637be5ee36,W-74A,Interior Wall ,Delivered,Ship,,Complete,100,2/4/25,,,Manuel,5/7/25,5/7/25,198,TEK-015-ASPENGLENSD-2,,22:03.7,,,,7/16/25 00:00,
49cfcfca-e719-4ab2-911c-cf0bff463bf4,W-74B,Interior Wall ,Delivered,Ship,,Complete,100,2/4/25,,,Joel,5/7/25,5/7/25,198,TEK-015-ASPENGLENSD-2,,22:03.7,,,,7/16/25 00:00,
148ebeb7-4df6-48b6-bc96-86a5730ee6d3,W-75,Interior Wall ,Delivered,Ship,,Complete,100,8/28/24,,,,9/4/24,9/4/24,63,TEK-004-BURGHER325HLND,,22:03.7,,,,7/16/25 00:00,
98d0520c-13f8-4e38-a85d-0285e39846f2,W-75,Interior Wall ,Delivered,Ship,,Complete,100,2/6/25,,,Andres,5/7/25,5/7/25,50,TEK-015-ASPENGLENSD-2,,22:03.7,,,,7/16/25 00:00,
d2b8e2f6-0acb-40d2-aeb9-b49de113cea2,W-75,Interior Wall ,Delivered,Ship,,Complete,100,10/23/24,,,,2/12/25,2/12/25,40,TEK-018-ASPENGLENSD-5,,22:03.7,,,,7/16/25 00:00,
b931a254-eb38-4bf5-812c-64d054dd858b,W-75,Interior Wall ,Delivered,Ship,,Complete,100,10/1/24,,,,11/4/24,11/4/24,50,TEK-019-ASPENGLENSD-6,,22:03.7,,,,7/16/25 00:00,
90a885f8-02aa-4f6c-9755-b304f01dd122,W-76,Interior Wall ,Delivered,Ship,,Complete,100,8/28/24,,,,9/4/24,9/4/24,15,TEK-004-BURGHER325HLND,,22:03.7,,,,7/16/25 00:00,
b3a5c9cf-e7c2-49d8-8951-cee02e1f2dad,W-76,Interior Wall ,Delivered,Ship,,Complete,100,2/6/25,,,Joel,5/7/25,5/7/25,117,TEK-015-ASPENGLENSD-2,,22:03.7,,,,7/16/25 00:00,
3e9e3492-f1b6-4198-a4a2-df5ce07dd070,W-76,Interior Wall ,Delivered,Ship,,Complete,100,10/23/24,,,,2/12/25,2/12/25,140,TEK-018-ASPENGLENSD-5,,22:03.7,,,,7/16/25 00:00,
4a1f1588-37a1-4efd-ae20-d5bdf6cac2cc,W-76,Interior Wall ,Delivered,Ship,,Complete,100,9/26/24,,,,11/4/24,11/4/24,125,TEK-019-ASPENGLENSD-6,,22:03.7,,,,7/16/25 00:00,
21a0caf0-80ed-4597-8acf-f7716a236ef8,W-77,Interior Wall ,Delivered,Ship,,Complete,100,8/28/24,,,,9/4/24,9/4/24,8,TEK-004-BURGHER325HLND,,22:03.7,,,,7/16/25 00:00,
cedf5e38-8dc6-434e-bce5-1d8d7d2e6025,W-77,Interior Wall ,Delivered,Ship,,Complete,100,10/2/24,,,,11/4/24,11/4/24,45,TEK-019-ASPENGLENSD-6,,22:03.7,,,,7/16/25 00:00,
5564184a-5cfc-4d3e-9dab-adbd127bf11d,W-77A,Interior Wall ,Delivered,Ship,,Complete,100,2/6/25,,,Hayden,5/7/25,5/7/25,90,TEK-015-ASPENGLENSD-2,,22:03.7,,,,7/16/25 00:00,
7b854136-acc0-4322-b46c-7a13bb96c328,W-77A,Interior Wall ,Delivered,Ship,,Complete,100,2/6/25,,,Hayden,5/7/25,5/7/25,20,TEK-015-ASPENGLENSD-2,,22:03.7,,,,7/16/25 00:00,
66f0705b-e1d9-4126-bd1f-6c7c08f62fcb,W-78,Interior Wall ,Delivered,Ship,,Complete,100,8/29/24,,,,9/4/24,9/4/24,172,TEK-004-BURGHER325HLND,,22:03.7,,,,7/16/25 00:00,
e80a89be-e08c-493e-b669-17ffaea4767e,W-78,Interior Wall ,Delivered,Ship,,Complete,100,10/2/24,,,,11/4/24,11/4/24,85,TEK-019-ASPENGLENSD-6,,22:03.7,,,,7/16/25 00:00,
0f2f2e94-98ba-4b7b-9abb-b7a703c9c274,W-78-79-80,Exterior Wall,Delivered,Ship,,Complete,100,2/5/25,,,Andres,5/7/25,5/7/25,408,TEK-015-ASPENGLENSD-2,,22:03.7,,,,7/16/25 00:00,
56cda67d-d689-4e0e-a49e-b99456241eb1,W-78A,Interior Wall ,Delivered,Ship,,Complete,100,10/2/24,,,,11/4/24,11/4/24,35,TEK-019-ASPENGLENSD-6,,22:03.7,,,,7/16/25 00:00,
44d11ae8-6cfe-4871-adb2-f6947cf82070,W-78B,Interior Wall ,Delivered,Ship,,Complete,100,10/2/24,,,,11/4/24,11/4/24,70,TEK-019-ASPENGLENSD-6,,22:03.7,,,,7/16/25 00:00,
5776e1bc-2b5e-4ae8-989a-ab099d3f6f5d,W-79,Interior Wall ,Delivered,Ship,,Complete,100,8/28/24,,,,9/4/24,9/4/24,28,TEK-004-BURGHER325HLND,,22:03.7,,,,7/16/25 00:00,
d05a9685-a2c7-45a8-9c21-c007fb1cb88e,W-79,Interior Wall ,Delivered,Ship,,Complete,100,9/26/24,,,,11/4/24,11/4/24,162,TEK-019-ASPENGLENSD-6,,22:03.7,,,,7/16/25 00:00,
